"","V1","V2","V3","V4","V5"
"2013-04-10",0.000350510880402205,0.916527361150236,9.83491061303684e-05,0.0410419869170643,0.0419817919461672
"2013-04-11",3.8932565703625e-05,0.990543452557176,0.00763442560669935,0.000244203737648012,0.00153898553277268
"2013-04-12",2.271506485308e-05,0.987130243100672,0.0125642628176316,3.45736412292494e-05,0.000248205375614319
"2013-04-15",0.968785336835338,0.0311477891084048,1.21605607765091e-06,2.09707125718754e-05,4.46872876073871e-05
"2013-04-16",0.0242363934155026,3.30817692060185e-10,0.2349798001494,0.000276887679415571,0.740506918424864
"2013-04-17",0.647890792995785,4.9814036290645e-05,0.0125420120966191,0.00103668983981391,0.338480691031491
"2013-04-18",0.000216607274423844,0.0268390820493962,0.00052167974372526,0.622229644760505,0.350192986171949
"2013-04-19",0.000446313372252567,0.00441154215031684,0.00403516189746607,0.0105938400901959,0.980513142489769
"2013-04-22",0.00340448918611222,0.00149418872437152,0.00825719835570773,0.986842368331144,1.75540266466454e-06
"2013-04-23",0.095812029977618,0.858444608361946,0.000395272159727047,0.0425791274019107,0.00276896209879808
"2013-04-24",0.0101641356300173,0.366952821735315,0.00423556689602129,0.558153547970178,0.0604939277684679
"2013-04-25",0.000964767070147521,0.33481288476443,0.0702598441283946,0.564049454868831,0.0299130491681971
"2013-04-26",0.0215785582770117,0.000853885343609113,0.970518181811264,0.00704828155488768,1.09301322741255e-06
"2013-05-02",0.0190792363745516,0.0484776520132138,0.927887764939037,0.00455406632036428,1.28035283374377e-06
"2013-05-03",0.383739352332615,0.241698310423944,0.371640259561743,0.00214690879056529,0.00077516889113289
"2013-05-06",0.468553826267749,0.0103412846252898,0.00029789576372972,0.516911009415205,0.00389598392802626
"2013-05-07",0.873909712272822,0.0160927448729665,0.000449996781266863,0.10776374093633,0.00178380513661525
"2013-05-08",0.0538235868605292,0.0009224277668669,0.925495684254132,0.0194876013053138,0.00027069981315792
"2013-05-09",0.00112123968781424,0.0344349156645558,0.96302100472094,0.00138039276465254,4.24471620379633e-05
"2013-05-10",0.000300977818710402,0.00165106476635341,0.0822127347883187,0.861320504265748,0.0545147183608701
"2013-05-13",7.16487630228325e-05,0.00136307057192444,0.0885895294938172,0.900430140024428,0.00954561114680765
"2013-05-14",0.00394727856569538,0.000622006367369855,0.752368111475982,0.23429259906218,0.00877000452877295
"2013-05-15",0.00940278884737306,0.00383726298129628,0.00112385240857044,0.0454020900150448,0.940234005747715
"2013-05-16",0.000982035772853115,0.0238988464038677,0.974701478125836,2.71853497543031e-05,0.000390454347688502
"2013-05-20",0.00881051816576145,0.000685711145666436,0.989500449613933,3.08990398427854e-06,0.00100023117065445
"2013-05-21",0.00549217639645774,0.000295332636177727,0.994211934379752,2.9607294278301e-08,5.26980318030312e-07
"2013-05-22",0.87696762760965,0.082969162611979,0.00231334112759875,0.00119917662811451,0.0365506920226573
"2013-05-23",0.00720976435972259,0.695729366617991,0.00125288051112682,6.87510106719704e-05,0.295739237500488
"2013-05-24",0.510782747638756,0.0222964830896621,0.00667617525640676,0.46024459147925,2.53592526535675e-09
"2013-05-28",0.00171156909946527,5.8016556884506e-05,0.00146353097410698,0.0651719408617696,0.931594942507774
"2013-05-29",0.00298108670676508,0.00465224280717527,0.511444659272498,0.115910289559066,0.365011721654495
"2013-05-30",0.00205796325955797,0.00395287544209962,0.943317028483583,0.00687478823758086,0.0437973445771782
"2013-05-31",0.0010404080031406,0.249070231664167,0.00278318883119133,0.684446069377749,0.0626601021237517
"2013-06-03",0.0117892190152495,2.05594393551095e-06,0.000483201974492844,0.987700391197196,2.51318691263718e-05
"2013-06-04",0.0734021523190865,0.926498203989487,1.82659749389765e-06,4.83453556674999e-06,9.29825583660128e-05
"2013-06-05",0.712003122069881,4.96815923064126e-11,0.00694225548070733,0.0649337543108904,0.21612086808884
"2013-06-06",0.0459697157479369,0.00014514995206211,0.94790118431359,0.00439363675282868,0.00159031323358209
"2013-06-07",0.000361948033343004,0.218114962480959,0.781521612124401,2.8149817015826e-09,1.47454631469514e-06
"2013-06-13",0.96959914284278,0.0275655194756764,6.15723119747465e-11,0.00283533681049984,8.09471125754396e-10
"2013-06-14",0.812268204507195,0.000771744880249873,1.31499037809463e-17,0.0482568935762491,0.138703157036306
"2013-06-17",0.0342011281220282,0.0550168083246048,5.83641511473144e-09,0.892472667269969,0.0183093904469827
"2013-06-18",0.0170391241591296,0.00423676136787689,0.316341648049451,0.0015298317992003,0.660852634624342
"2013-06-19",0.00955182374524231,0.00759189050012951,9.95893917710199e-05,0.981746760362448,0.00100993600040874
"2013-06-20",0.713136123773257,2.40793171866405e-07,0.000285197201535669,0.286578438210631,2.14043887808391e-11
"2013-06-21",8.25269593018656e-16,0.984097974881445,0.00788732732988765,0.00722722112739389,0.000787476661273076
"2013-06-24",3.77335877469058e-10,0.296012897531695,0.70398710208531,1.58222697216292e-14,5.64399589876739e-12
"2013-06-25",0.00373500808293654,1.21503629527244e-11,0.996264991903281,3.60411220394179e-20,1.63249872292506e-12
"2013-06-26",4.51146429713497e-11,1.46841049728892e-05,0.708227545189122,0.00211263624630218,0.289645134414488
"2013-06-27",0.236566358405893,0.528651536032768,0.0316403608719589,1.08070213773774e-08,0.203141733882358
"2013-06-28",0.00379331663552027,0.78097852712741,0.209341938410612,1.50897849396297e-05,0.00587112804151835
"2013-07-02",0.300309039199265,0.0489924198290542,0.00287846519028872,0.647818503009777,1.57277161455767e-06
"2013-07-03",0.489942017679143,0.00608712422942128,5.2615687039739e-05,0.000198317714411292,0.503719924689984
"2013-07-05",0.0180668046481601,0.0434799502630619,0.89982253437084,0.0231679103979769,0.0154628003199609
"2013-07-08",0.611184605469479,0.115849235632576,0.272530703492984,0.000419096516782509,1.63588881781947e-05
"2013-07-09",0.0175173514846198,0.351901886564345,0.629816714440327,0.000616334520315079,0.000147712990392966
"2013-07-10",0.30825550364439,0.0230896923093047,0.0759540453660775,0.455838504113695,0.136862254566533
"2013-07-11",0.00032383913225166,5.38319766866597e-14,0.982672707164777,0.0142501095536161,0.00275334414930109
"2013-07-12",0.00505527779888473,1.39731922935162e-05,0.963260973875461,0.0113613441885947,0.0203084309447663
"2013-07-15",0.0845154770133698,0.0788692394544418,0.4859463988316,0.350668821502977,6.31976117593884e-08
"2013-07-16",0.00174050000998039,0.00275948223061394,0.0679936335653436,0.0314077516368151,0.896098632557247
"2013-07-17",0.0120615157547281,0.962627031121493,0.0033717614249516,8.9905602733596e-07,0.0219387926428003
"2013-07-18",0.666487957504601,0.328049263026627,0.000977496753061797,0.00448528095475151,1.76095822699049e-09
"2013-07-19",0.00069351402562671,0.0820327570270497,0.00136369853628483,0.00672608028331501,0.909183950127724
"2013-07-22",0.0387904177623868,0.960820400165578,0.000370232047226716,1.87983209388568e-05,1.5170387007498e-07
"2013-07-23",0.0091705458492784,0.137692143360208,0.604213388406952,0.000240946684078721,0.248682975699483
"2013-07-24",0.00909533949079895,0.00361459295263429,0.000242414018284538,0.00174247595321024,0.985305177585072
"2013-07-25",4.99084021632515e-08,0.0139907991370977,0.985367926029135,0.00021112009295785,0.000430104832406799
"2013-07-26",0.0867942819873125,0.902665451808231,0.0104298781684665,0.000110388008489748,2.750061798315e-11
"2013-07-29",0.122174118272274,0.877400832024446,1.66424602004957e-08,0.000333656913037815,9.13761477821858e-05
"2013-07-30",0.138726888040252,0.85882445057854,0.00182928737753912,0.000619373953831451,4.9836925000164e-11
"2013-07-31",0.0373657740378788,0.807491982063661,0.152707852308009,0.0024189893789433,1.54022115077938e-05
"2013-08-01",0.00436076967030191,0.0169436678436608,0.00566712709554899,0.97272153601254,0.000306899377947867
"2013-08-02",0.00398477826185636,5.20058808285506e-08,0.00228385076534374,0.990532405672302,0.0031989132946166
"2013-08-05",0.00295293532527217,0.413015173333315,0.583072783548245,2.29425916943628e-05,0.000936165201473611
"2013-08-06",0.0153996051319751,0.000653406703862673,0.0551330986985933,0.926274072217484,0.00253981724808495
"2013-08-07",0.00708021444119274,2.57016428688094e-05,0.905565448886938,0.0868250819858713,0.000503553043128854
"2013-08-08",0.0151655446826539,0.0144887165584234,0.970291305128296,1.96201974175153e-08,5.44140104291985e-05
"2013-08-09",0.0229020878094779,0.967519945242205,0.00161142601568218,0.000195091719177749,0.00777144921345709
"2013-08-12",0.00502509640350494,0.0005505404878484,0.00177177612074586,0.00485119021673474,0.987801396771166
"2013-08-13",0.984722191454551,0.00752608191677922,1.85337894498586e-05,5.29237717155782e-06,0.00772790046204812
"2013-08-16",0.000680668970577218,3.63487217914303e-06,0.707147217272336,0.2921684788849,7.36018063396635e-15
"2013-08-19",0.0157623279856097,2.26314429705594e-21,0.905923628687668,0.00231289465159134,0.0760011486751314
"2013-08-20",0.833985558482631,0.0191694336689842,0.0696189993162774,0.0763866166933671,0.000839391838739817
"2013-08-21",0.000597003498925188,0.0284530784996625,0.936694650655786,5.69898905870183e-06,0.0342495683565672
"2013-08-22",0.000430036053224561,0.00983054223308071,0.972095623879493,0.00499315616523624,0.012650641668965
"2013-08-23",8.13859580574674e-05,0.0108803179747769,0.988450983793381,0.000297759073586717,0.000289553200197749
"2013-08-30",0.00918299345509798,0.000245219050970102,0.828264351924275,0.162306238961921,1.19660773497825e-06
"2013-09-06",0.0461225055820869,0.0251284711881811,0.0106914162273858,0.917947202199228,0.000110404803117953
"2013-09-09",0.0148422522879758,1.53972000960696e-08,5.36611241393004e-06,0.985152365197232,1.00517851788765e-09
"2013-09-10",2.30580083454578e-08,5.72992444079903e-05,0.0460537340839933,0.953888934272951,9.34063896005023e-09
"2013-09-11",0.155751695209655,0.0280282154714061,0.0522370944017451,0.763982439387629,5.5552956511799e-07
"2013-09-12",0.0162377186879535,0.00363013658171363,0.911806096375188,0.0521455006638252,0.0161805476913198
"2013-09-13",0.607754892869809,0.136962382908105,0.00881754658886282,0.000811713168814953,0.245653464464408
"2013-09-16",0.93674246235246,0.00740256295428029,0.00289037582849068,0.000161388049704693,0.0528032108150646
"2013-09-17",3.65156769706851e-05,4.26904370363105e-08,0.944479109935461,3.15896703953749e-05,0.0554527420267357
"2013-09-18",0.000702724584727072,0.212085045624858,0.632707895577813,3.20388518534931e-13,0.154504334212281
"2013-09-23",0.136595009313756,0.000131549900900376,0.861289623318222,0.000621850198064198,0.0013619672690579
"2013-09-24",0.00250138038719017,0.000142635528484268,0.0127812873532902,0.984063562036272,0.000511134694763709
"2013-09-27",2.17389939269322e-09,6.43381167658498e-05,0.916909065092691,5.47020213026904e-06,0.0830211244145136
"2013-09-30",0.00121323278380744,0.395109491755503,1.51713388974965e-14,0.142333769322642,0.461343506138032
"2013-10-08",0.0814586694745743,0.366347587204667,0.00650919605034929,0.526904015541251,0.0187805317291585
"2013-10-09",0.911350114279679,0.0321758002293699,0.000666577894739232,0.049419701092841,0.00638780650337069
"2013-10-10",0.948272036193275,0.00640913845483997,7.07983713652007e-05,0.000338329799677749,0.0449096971808425
"2013-10-11",0.00936919208778086,0.53999797388792,0.450317228840435,0.000315597691837304,7.4920267064081e-09
"2013-10-22",0.00103689739042697,0.000529619797313504,0.00137034830182033,0.942733939779941,0.0543291947304985
"2013-10-23",8.616858681579e-11,0.939314479766281,0.0606006717305636,7.8589387958605e-05,6.25902902843532e-06
"2013-10-24",0.00132428954089849,0.540303190562257,0.457712940739697,0.000659579117790284,3.93571566660403e-11
"2013-10-25",2.8258295005171e-08,0.732937878740404,0.266328018895707,0.000711165106999979,2.29089985942609e-05
"2013-10-29",1.65204870502274e-11,0.00106457025442349,0.997086159731257,0.00184926600175126,3.99604788898051e-09
"2013-10-30",4.5637812200311e-05,0.795721795640465,0.131188741782702,0.0730438247646325,4.44453639907804e-16
"2013-10-31",0.0901244690980737,0.00603668859015175,9.8144931601508e-05,0.0288396949668049,0.874901002413368
"2013-11-01",0.0806969097247466,0.91474792139498,0.00185096426667457,0.00270346405229864,7.40561300264546e-07
"2013-11-04",0.013097769438175,0.908056030560637,0.0781319260852924,0.000699301300618422,1.49726152768846e-05
"2013-11-05",0.775445352533578,0.200527471444606,0.00259509591488541,0.0152907110217971,0.00614136908513281
"2013-11-06",0.786958999314089,2.67152708672637e-06,0.000912282172571955,0.0221667143185446,0.189959332667708
"2013-11-07",3.37657138137446e-06,4.59658337605661e-05,0.0521854162232991,1.17060808166786e-07,0.947765124310751
"2013-11-08",7.9017056180618e-05,2.26883555756077e-06,0.108665337503268,1.46993711853648e-09,0.891253375135056
"2013-11-12",8.63414818736936e-05,0.0252629424124264,0.642061591451553,0.332589122553705,2.10044223586676e-09
"2013-11-13",0.0327572012612043,8.56436410263765e-08,0.000500954274649673,0.446408509957956,0.520333248862549
"2013-11-14",0.115882850485474,0.0149314402483629,0.581987247152649,0.285578402164362,0.0016200599491522
"2013-11-15",0.346629067892119,0.00040799900488678,0.63362420085103,0.0190744434384077,0.000264288813556164
"2013-11-18",3.18914164126583e-07,0.178937589306518,0.821021472991965,2.28783888003242e-05,1.77403985521704e-05
"2013-11-19",5.44669270867207e-05,0.11689043405632,3.91269306474904e-05,0.0011177717429139,0.881898200343032
"2013-11-20",0.0010217471779625,0.0666307235499189,0.927912346132691,0.00431819208686312,0.000116991052564829
"2013-11-21",0.102921088980055,0.000680489671398309,0.888138253087749,0.000420778235563545,0.00783939002523365
"2013-11-22",0.000163032448248332,3.02338351008888e-06,0.960090824339963,0.000628342964827778,0.0391147768634509
"2013-11-25",4.32072054003849e-07,0.00298845314537652,0.986054021626455,6.71543274536776e-05,0.0108899388286611
"2013-11-26",0.455865174448556,0.271851341593964,0.200841427945179,0.00369348927521626,0.0677485667370845
"2013-11-27",0.798305415639687,4.81754017325281e-05,0.188758302581156,0.00096112613355994,0.0119269802438642
"2013-11-29",0.607213075197584,0.00307275998235649,0.258154195687636,0.00290215874724965,0.128657810385174
"2013-12-02",0.0477458779444153,2.22124057337005e-06,1.06119205092821e-17,0.952210447365761,4.14534492505781e-05
"2013-12-03",0.0176453899508978,2.35416927520928e-08,1.02839017444934e-26,0.796939909387584,0.185414677119826
"2013-12-04",0.00458812036174707,0.199491169184017,0.619732470837038,0.0198826386739287,0.156305600943269
"2013-12-05",0.000314595982221045,0.930854059412743,0.0482067466445517,0.0201085339018019,0.000516064058682385
"2013-12-06",0.0022617297878818,0.64305998929971,0.305056899840056,0.0137044821407424,0.0359168989316098
"2013-12-09",2.53959817547436e-05,0.0463875002874324,2.00021744479812e-06,0.0091950381661977,0.94439006534717
"2013-12-10",0.00442899883519843,0.0229672474692181,9.16536619518038e-05,0.00645947180376731,0.966052628229864
"2013-12-11",6.69818507078026e-05,5.65575412736893e-06,0.000789775812157517,0.040356449132018,0.958781137450989
"2013-12-12",0.0151617335442579,2.39138957206438e-09,0.00194784910664936,0.0604184829600928,0.92247193199761
"2013-12-13",0.00186680819636362,0.000740608362200315,0.0971845259452188,0.0258985059393569,0.87430955155686
"2013-12-16",0.00829063315118318,0.700961705085187,0.000283319386500667,0.289760786340111,0.000703556037018535
"2013-12-17",0.0135843335545188,4.75394407263806e-05,0.0113272204116778,0.955131801689323,0.0199091049037539
"2013-12-18",0.0820779116171353,0.0460286874677333,0.0022003994219452,0.00583089192155061,0.863862109571636
"2013-12-19",1.90586664831098e-05,0.073239771170548,0.00098967163169191,0.925504245158503,0.000247253372774385
"2013-12-20",0.843083784202604,0.0978127191888539,0.00219535257454939,0.0494341239191847,0.00747402011480747
"2013-12-23",0.0799796368628581,0.000598764804288316,0.914817222741657,1.14410538313404e-09,0.00460437444709074
"2013-12-24",0.0106652410753265,0.000370478617802615,0.926861737371256,5.44020425059021e-05,0.0620481408931089
"2013-12-27",0.00104328678308344,0.0105343201639849,0.0756324757545135,0.905291728957294,0.00749818834112446
"2013-12-30",2.14850947961716e-05,0.000402292872636151,0.0346433217237747,0.00504997601742323,0.95988292429137
"2013-12-31",0.00150218387631684,0.0123685938641259,0.0257342907810617,0.783934449515258,0.176460481963238
"2014-01-02",0.0125864717854768,0.00996692280035714,4.89121618465492e-05,0.000398277803159067,0.97699941544916
"2014-01-03",4.19368833106281e-05,0.974400046797275,0.0194143615779238,2.75390318396406e-05,0.00611611570965108
"2014-01-06",9.50123024048383e-05,0.0236788988600312,0.976220938893928,5.12310847748541e-06,2.68351580859286e-08
"2014-01-07",3.29933675946487e-05,0.99534728017095,6.90858662339599e-06,2.56365091834898e-06,0.00461025422391332
"2014-01-08",1.11940667315986e-06,0.215693091738183,0.756026481694573,0.00115406219423692,0.0271252449663337
"2014-01-09",0.00175658944458863,0.969704476906871,0.000477635835480547,1.75838066879658e-05,0.0280437140063722
"2014-01-10",0.821722830328365,1.07182996592241e-07,0.00015578462933289,1.28973611663557e-06,0.178119988123189
"2014-01-13",0.784769290887512,2.51545821602639e-10,0.00115187835011441,0.00355775765787387,0.210521072852954
"2014-01-14",6.8122174226175e-08,0.00350608424943099,0.625982225292304,0.0186746197349921,0.351837002601098
"2014-01-15",0.000303471935352396,0.00138665145958747,0.00140266831490185,0.0139549320655256,0.982952276224633
"2014-01-16",0.000339982349096096,0.000807201397914848,0.00307001287317941,0.00378519079929033,0.991997612580519
"2014-01-17",2.99840738781643e-06,0.000135338865811255,0.0162971328969705,0.983531167869638,3.33619601928944e-05
"2014-01-21",9.46857825119705e-11,0.0738330793028525,0.025522841327094,0.90049096636291,0.000153112912457617
"2014-01-22",0.973502709778328,0.00175287354929534,0.000231293985568136,0.00181785572026319,0.0226952669665455
"2014-01-23",0.985522394518494,0.000352304114186588,3.70688684331827e-08,0.0134852210231676,0.000640043275283523
"2014-01-24",0.00533450792443073,9.3650919643178e-05,0.00180223600134949,0.166236589008383,0.826533016146194
"2014-01-27",0.640799257922485,0.000583228642999542,0.348166127101897,0.000506734370261663,0.00994465196235662
"2014-01-28",0.000432108202443834,0.922836595370438,0.0714580519900026,0.000363159011565503,0.00491008542555037
"2014-01-29",0.65314448024577,0.00647028842677796,0.339104993302365,0.000300865488625295,0.000979372536461783
"2014-01-30",0.895045951134512,0.002671105314361,0.0886394548002749,2.92379794255397e-05,0.013614250771427
"2014-02-07",0.666724711608009,0.309379262319092,0.0224546083192668,0.00144141629978275,1.45384925287528e-09
"2014-02-10",0.0654191650567313,0.00313122668181884,0.0232940932718847,0.000164279065969682,0.907991235923595
"2014-02-11",3.83615805803151e-05,0.000132035624909572,0.0026031214008021,0.000798730649118571,0.996427750744589
"2014-02-12",0.434257049491701,8.92434618790651e-05,2.08204568409348e-05,0.563545071966679,0.0020878146229001
"2014-02-13",0.00646417601808061,0.887492369363641,0.000733115434987051,0.105309063050356,1.27613293591437e-06
"2014-02-14",0.332790282712352,0.00113048268737877,0.640386002980795,0.0256932316093606,1.01130765302898e-11
"2014-02-18",0.0151619509104472,0.114476813537128,0.0254300811237712,0.00555490080908494,0.839376253619569
"2014-02-19",0.00464282553469243,0.000515165689919034,0.283961137951624,0.00191189944480921,0.708968971378956
"2014-02-20",1.29297147334179e-05,0.626351974351473,0.351745964808431,0.0217560734833482,0.000133057642014393
"2014-02-21",0.515164326872699,0.000354202350969881,0.478179329383069,0.0063021306856111,1.07076517064047e-08
"2014-02-24",0.00171498425970265,0.0801814911220607,0.863404083649961,0.0546978337650004,1.60720327489209e-06
"2014-02-25",7.03219275479919e-16,0.989701344204226,6.12805611990592e-08,0.00984543683173877,0.000453157683473477
"2014-02-26",0.953400204741651,2.94267170173449e-18,0.00112205387921273,0.00636118268196183,0.0391165586971741
"2014-02-27",0.0351636726238774,0.157157753268179,0.778289411185774,3.3737552558499e-06,0.0293857891669139
"2014-02-28",0.882490743929344,0.0216979382258159,0.00129411478451416,0.0194811653613054,0.0750360376990204
"2014-03-03",0.0053996322609639,0.0165639306257915,0.830268082323778,0.0700349262192234,0.0777334285702435
